,Configuration,Averaged on Last Epoch,Averaged Max Achieved,Overall Max on Last Epoch,Overall Max Achieved,Averaged Max Epoch
0,"Activation: sigmoid, Optimizer: rmsp, Normalized data",97.536,97.624,97.61,97.77,86
1,"Activation: sigmoid, Optimizer: adam, Normalized data",97.5,97.584,97.65,97.72999999999999,82
2,"Activation: sigmoid, Optimizer: sgd, Normalized data",93.542,93.542,93.66,93.66,99
3,"Activation: sigmoid, Optimizer: Adagrad, Normalized data",96.06,96.06,96.17999999999999,96.17999999999999,99
4,"Activation: sigmoid, Optimizer: Adadelta, Normalized data",97.312,97.32799999999999,97.42,97.48,95
5,"Activation: sigmoid, Optimizer: Adamax, Normalized data",97.59800000000001,97.60799999999999,97.72,97.75,94
6,"Activation: sigmoid, Optimizer: Nadam, Normalized data",97.54400000000001,97.61599999999999,97.6,97.76,53
7,"Activation: tanh, Optimizer: rmsp, Normalized data",97.48599999999999,97.578,97.65,97.76,62
8,"Activation: tanh, Optimizer: adam, Normalized data",97.464,97.55600000000001,97.53,97.72,53
9,"Activation: tanh, Optimizer: sgd, Normalized data",96.728,96.728,96.78999999999999,96.84,99
10,"Activation: tanh, Optimizer: Adagrad, Normalized data",96.99199999999999,97.012,97.11,97.13000000000001,97
11,"Activation: tanh, Optimizer: Adadelta, Normalized data",97.656,97.68799999999999,97.85000000000001,97.85000000000001,96
12,"Activation: tanh, Optimizer: Adamax, Normalized data",97.67999999999999,97.73799999999999,97.78,97.83,97
13,"Activation: tanh, Optimizer: Nadam, Normalized data",97.254,97.39800000000001,97.35000000000001,97.6,47
14,"Activation: relu, Optimizer: rmsp, Normalized data",97.424,97.55,97.52,97.77,34
15,"Activation: relu, Optimizer: adam, Normalized data",97.51200000000001,97.674,97.72,97.94,34
16,"Activation: relu, Optimizer: sgd, Normalized data",97.47,97.5,97.49,97.53,98
17,"Activation: relu, Optimizer: Adagrad, Normalized data",97.48599999999999,97.51199999999999,97.75,97.78,98
18,"Activation: relu, Optimizer: Adadelta, Normalized data",97.63,97.70199999999998,97.72,97.88,87
19,"Activation: relu, Optimizer: Adamax, Normalized data",97.72799999999998,97.844,97.8,97.98,54
20,"Activation: relu, Optimizer: Nadam, Normalized data",97.308,97.41,97.61,97.69,28
21,"Activation: elu, Optimizer: rmsp, Normalized data",97.88,98.01599999999999,97.92999999999999,98.17,69
22,"Activation: elu, Optimizer: adam, Normalized data",97.96800000000002,98.102,98.09,98.24000000000001,65
23,"Activation: elu, Optimizer: sgd, Normalized data",97.27799999999999,97.284,97.32,97.38,98
24,"Activation: elu, Optimizer: Adagrad, Normalized data",97.428,97.446,97.48,97.54,96
25,"Activation: elu, Optimizer: Adadelta, Normalized data",97.944,97.98199999999999,98.03,98.11999999999999,97
26,"Activation: elu, Optimizer: Adamax, Normalized data",98.084,98.11999999999999,98.16,98.22,98
27,"Activation: elu, Optimizer: Nadam, Normalized data",97.88200000000002,97.98,98.02,98.21,19
28,"Activation: selu, Optimizer: rmsp, Normalized data",97.89999999999999,97.98200000000001,97.99,98.2,80
29,"Activation: selu, Optimizer: adam, Normalized data",97.988,98.002,98.08,98.22,94
30,"Activation: selu, Optimizer: sgd, Normalized data",96.59,96.59599999999999,96.7,96.7,95
31,"Activation: selu, Optimizer: Adagrad, Normalized data",96.648,96.656,96.76,96.76,97
32,"Activation: selu, Optimizer: Adadelta, Normalized data",97.89999999999999,97.98200000000001,98.02,98.13,97
33,"Activation: selu, Optimizer: Adamax, Normalized data",97.94600000000001,97.94600000000001,98.13,98.13,99
34,"Activation: selu, Optimizer: Nadam, Normalized data",97.75399999999999,97.89,97.84,98.1,42
35,"Activation: softplus, Optimizer: rmsp, Normalized data",97.636,97.76599999999999,97.69,97.9,45
36,"Activation: softplus, Optimizer: adam, Normalized data",97.70200000000001,97.85000000000001,97.81,97.99,66
37,"Activation: softplus, Optimizer: sgd, Normalized data",96.04599999999999,96.04599999999999,96.24000000000001,96.24000000000001,99
38,"Activation: softplus, Optimizer: Adagrad, Normalized data",97.08600000000001,97.102,97.18,97.19,98
39,"Activation: softplus, Optimizer: Adadelta, Normalized data",97.74199999999999,97.76400000000001,97.91,97.94,94
40,"Activation: softplus, Optimizer: Adamax, Normalized data",97.924,97.94800000000001,98.06,98.1,98
41,"Activation: softplus, Optimizer: Nadam, Normalized data",97.60199999999999,97.808,97.64,97.98,41
42,"Activation: softsign, Optimizer: rmsp, Normalized data",97.38399999999999,97.468,97.49,97.61,73
43,"Activation: softsign, Optimizer: adam, Normalized data",97.454,97.542,97.59,97.69,97
44,"Activation: softsign, Optimizer: sgd, Normalized data",96.22,96.268,96.3,96.34,98
45,"Activation: softsign, Optimizer: Adagrad, Normalized data",96.59,96.59,96.74000000000001,96.78,99
46,"Activation: softsign, Optimizer: Adadelta, Normalized data",97.28999999999999,97.34200000000001,97.39,97.45,97
47,"Activation: softsign, Optimizer: Adamax, Normalized data",97.538,97.542,97.68,97.68,91
48,"Activation: softsign, Optimizer: Nadam, Normalized data",97.43199999999999,97.526,97.50999999999999,97.66,94
49,"Activation: hard_sigmoid, Optimizer: rmsp, Normalized data",97.412,97.49600000000001,97.57000000000001,97.77,96
50,"Activation: hard_sigmoid, Optimizer: adam, Normalized data",97.60600000000001,97.658,97.76,97.81,73
51,"Activation: hard_sigmoid, Optimizer: sgd, Normalized data",93.54799999999999,93.54799999999999,93.64,93.64,99
52,"Activation: hard_sigmoid, Optimizer: Adagrad, Normalized data",96.182,96.182,96.28999999999999,96.28999999999999,99
53,"Activation: hard_sigmoid, Optimizer: Adadelta, Normalized data",97.342,97.38799999999999,97.41,97.46000000000001,97
54,"Activation: hard_sigmoid, Optimizer: Adamax, Normalized data",97.57400000000001,97.618,97.68,97.72999999999999,94
55,"Activation: hard_sigmoid, Optimizer: Nadam, Normalized data",97.44999999999999,97.56,97.5,97.75,42
56,"Activation: LeakyReLU, Optimizer: rmsp, Normalized data",97.21399999999998,97.32,97.32,97.49,81
57,"Activation: LeakyReLU, Optimizer: adam, Normalized data",97.35,97.41,97.50999999999999,97.65,52
58,"Activation: LeakyReLU, Optimizer: sgd, Normalized data",96.798,96.82400000000001,96.87,96.9,98
59,"Activation: LeakyReLU, Optimizer: Adagrad, Normalized data",96.91600000000001,96.91600000000001,96.99,96.99,99
60,"Activation: LeakyReLU, Optimizer: Adadelta, Normalized data",97.33000000000001,97.33000000000001,97.41,97.43,99
61,"Activation: LeakyReLU, Optimizer: Adamax, Normalized data",97.37400000000001,97.456,97.44,97.6,90
62,"Activation: LeakyReLU, Optimizer: Nadam, Normalized data",97.17799999999998,97.24999999999999,97.27,97.5,64
63,"Activation: ThresholdedReLU, Optimizer: rmsp, Normalized data",86.636,95.66600000000001,89.16,96.22,12
64,"Activation: ThresholdedReLU, Optimizer: adam, Normalized data",93.07,94.338,95.44,95.98,8
65,"Activation: ThresholdedReLU, Optimizer: sgd, Normalized data",94.42600000000002,94.47800000000001,94.85,94.85,96
66,"Activation: ThresholdedReLU, Optimizer: Adagrad, Normalized data",95.684,95.684,96.25,96.31,99
67,"Activation: ThresholdedReLU, Optimizer: Adadelta, Normalized data",96.30600000000001,96.40599999999999,96.58,96.7,83
68,"Activation: ThresholdedReLU, Optimizer: Adamax, Normalized data",96.184,96.42200000000001,96.38,96.81,34
69,"Activation: ThresholdedReLU, Optimizer: Nadam, Normalized data",89.79599999999999,92.548,95.77,96.15,32
70,"Activation: sigmoid, Optimizer: sgd, Momentum: 0.100000, Decay: 0.000000, Nesterov: False, Normalized data",93.90799999999999,93.90799999999999,93.99,93.99,99
71,"Activation: sigmoid, Optimizer: sgd, Momentum: 0.900000, Decay: 0.000000, Nesterov: False, Normalized data",97.28200000000001,97.28200000000001,97.44,97.44,99
72,"Activation: sigmoid, Optimizer: sgd, Momentum: 0.950000, Decay: 0.000000, Nesterov: False, Normalized data",97.576,97.58200000000001,97.61999999999999,97.75,95
73,"Activation: sigmoid, Optimizer: sgd, Momentum: 0.990000, Decay: 0.000000, Nesterov: False, Normalized data",97.614,97.676,97.82,97.97,82
74,"Activation: sigmoid, Optimizer: sgd, Momentum: 0.999000, Decay: 0.000000, Nesterov: False, Normalized data",96.512,96.62200000000001,96.66,96.87,97
75,"Activation: sigmoid, Optimizer: sgd, Momentum: 0.000000, Decay: 0.000000, Nesterov: True, Normalized data",93.714,93.714,93.81,93.81,99
76,"Activation: sigmoid, Optimizer: sgd, Momentum: 0.100000, Decay: 0.000000, Nesterov: True, Normalized data",93.90599999999999,93.90599999999999,94.08999999999999,94.08999999999999,99
77,"Activation: sigmoid, Optimizer: sgd, Momentum: 0.900000, Decay: 0.000000, Nesterov: True, Normalized data",97.32,97.322,97.41,97.45,95
78,"Activation: sigmoid, Optimizer: sgd, Momentum: 0.950000, Decay: 0.000000, Nesterov: True, Normalized data",97.60199999999999,97.61599999999999,97.71,97.81,97
79,"Activation: sigmoid, Optimizer: sgd, Momentum: 0.990000, Decay: 0.000000, Nesterov: True, Normalized data",97.69,97.758,97.86,97.89,79
80,"Activation: sigmoid, Optimizer: sgd, Momentum: 0.999000, Decay: 0.000000, Nesterov: True, Normalized data",96.69399999999999,96.69399999999999,96.84,96.96000000000001,99
81,"Activation: sigmoid, Optimizer: rmsp, rho: 0.500000, Decay: 0.000000, Normalized data",97.15599999999999,97.18,97.33000000000001,97.36,86
82,"Activation: sigmoid, Optimizer: rmsp, rho: 0.990000, Decay: 0.000000, Normalized data",97.654,97.708,97.71,97.9,90
83,"Activation: sigmoid, Optimizer: rmsp, rho: 0.950000, Decay: 0.000000, Normalized data",97.62599999999999,97.64800000000001,97.83,97.88,84
84,"Activation: sigmoid, Optimizer: rmsp, rho: 0.999000, Decay: 0.000000, Normalized data",97.566,97.65599999999999,97.66,97.83,88
85,"Activation: sigmoid, Optimizer: rmsp, rho: 0.999900, Decay: 0.000000, Normalized data",97.52000000000001,97.58800000000001,97.66,97.76,73
86,"Activation: sigmoid, Optimizer: Adadelta, rho: 0.500000, Decay: 0.000000, Normalized data",97.35400000000001,97.37,97.49,97.5,97
87,"Activation: sigmoid, Optimizer: Adadelta, rho: 0.900000, Decay: 0.000000, Normalized data",97.60799999999999,97.636,97.72,97.78,95
88,"Activation: sigmoid, Optimizer: Adadelta, rho: 0.990000, Decay: 0.000000, Normalized data",97.696,97.72800000000001,97.81,97.86,93
89,"Activation: sigmoid, Optimizer: Adadelta, rho: 0.999000, Decay: 0.000000, Normalized data",97.652,97.722,97.74000000000001,97.86,73
90,"Activation: sigmoid, Optimizer: Adadelta, rho: 0.999900, Decay: 0.000000, Normalized data",97.542,97.628,97.65,97.8,90
91,"Activation: sigmoid, Optimizer: adam, amsgrad: 0.000000, beta_1: 0.950000, beta_2: 0.999900, Decay: 0.000000, Normalized data",97.53999999999999,97.636,97.61,97.76,95
92,"Activation: sigmoid, Optimizer: adam, amsgrad: 0.000000, beta_1: 0.900000, beta_2: 0.999000, Decay: 0.000000, Normalized data",97.61599999999999,97.75,97.8,97.91,83
93,"Activation: sigmoid, Optimizer: adam, amsgrad: 0.000000, beta_1: 0.950000, beta_2: 0.999000, Decay: 0.000000, Normalized data",97.51200000000001,97.61599999999999,97.64,97.74000000000001,75
94,"Activation: sigmoid, Optimizer: adam, amsgrad: 0.000000, beta_1: 0.900000, beta_2: 0.999900, Decay: 0.000000, Normalized data",97.61599999999999,97.674,97.65,97.82,88
95,"Activation: sigmoid, Optimizer: adam, amsgrad: 1.000000, beta_1: 0.950000, beta_2: 0.999900, Decay: 0.000000, Normalized data",97.532,97.62599999999999,97.64,97.85000000000001,68
96,"Activation: sigmoid, Optimizer: adam, amsgrad: 1.000000, beta_1: 0.900000, beta_2: 0.999000, Decay: 0.000000, Normalized data",97.55199999999998,97.6,97.63,97.71,79
97,"Activation: sigmoid, Optimizer: adam, amsgrad: 1.000000, beta_1: 0.950000, beta_2: 0.999000, Decay: 0.000000, Normalized data",97.50999999999999,97.57000000000001,97.57000000000001,97.75,91
98,"Activation: sigmoid, Optimizer: adam, amsgrad: 1.000000, beta_1: 0.900000, beta_2: 0.999900, Decay: 0.000000, Normalized data",97.61,97.65,97.75,97.85000000000001,82
99,"Activation: sigmoid, Optimizer: Adamax, beta_1: 0.990000, beta_2: 0.999900, Decay: 0.000000, Normalized data",97.542,97.562,97.66,97.66,98
100,"Activation: sigmoid, Optimizer: Adamax, beta_1: 0.990000, beta_2: 0.999000, Decay: 0.000000, Normalized data",97.6,97.636,97.65,97.74000000000001,96
101,"Activation: sigmoid, Optimizer: Adamax, beta_1: 0.950000, beta_2: 0.999000, Decay: 0.000000, Normalized data",97.62599999999999,97.66199999999999,97.85000000000001,97.88,86
102,"Activation: sigmoid, Optimizer: Adamax, beta_1: 0.950000, beta_2: 0.990000, Decay: 0.000000, Normalized data",97.708,97.742,97.94,98.0,95
103,"Activation: sigmoid, Optimizer: Adamax, beta_1: 0.950000, beta_2: 0.950000, Decay: 0.000000, Normalized data",97.646,97.698,97.8,97.87,92
104,"Activation: sigmoid, Optimizer: Adamax, beta_1: 0.900000, beta_2: 0.900000, Decay: 0.000000, Normalized data",97.47600000000001,97.57400000000001,97.52,97.76,67
105,"Activation: sigmoid, Optimizer: Adamax, beta_1: 0.900000, beta_2: 0.990000, Decay: 0.000000, Normalized data",97.664,97.698,97.76,97.89,77
106,"Activation: sigmoid, Optimizer: Adamax, beta_1: 0.900000, beta_2: 0.950000, Decay: 0.000000, Normalized data",97.64800000000001,97.64800000000001,97.77,97.87,99
107,"Activation: sigmoid, Optimizer: Nadam, beta_1: 0.900000, beta_2: 0.990000, Schedule Decay: 0.004000, Normalized data",97.53,97.638,97.65,97.78999999999999,67
108,"Activation: sigmoid, Optimizer: Nadam, beta_1: 0.950000, beta_2: 0.999000, Schedule Decay: 0.004000, Normalized data",97.57400000000001,97.646,97.68,97.85000000000001,47
109,"Activation: sigmoid, Optimizer: Nadam, beta_1: 0.950000, beta_2: 0.990000, Schedule Decay: 0.004000, Normalized data",97.49400000000001,97.664,97.61999999999999,97.86,62
110,"Activation: sigmoid, Optimizer: Nadam, beta_1: 0.950000, beta_2: 0.950000, Schedule Decay: 0.004000, Normalized data",97.564,97.64000000000001,97.65,97.78,50
111,"Activation: sigmoid, Optimizer: Nadam, beta_1: 0.950000, beta_2: 0.900000, Schedule Decay: 0.004000, Normalized data",97.38799999999999,97.60799999999999,97.46000000000001,97.74000000000001,55
112,"Activation: sigmoid, Optimizer: Nadam, beta_1: 0.900000, beta_2: 0.900000, Schedule Decay: 0.004000, Normalized data",97.554,97.60600000000001,97.72,97.81,68
113,"Activation: sigmoid, Optimizer: Nadam, beta_1: 0.900000, beta_2: 0.950000, Schedule Decay: 0.004000, Normalized data",97.542,97.65599999999999,97.64,97.82,36
114,"Activation: tanh, Optimizer: sgd, Momentum: 0.100000, Decay: 0.000000, Nesterov: False, Normalized data",96.8,96.8,96.88,96.95,99
115,"Activation: tanh, Optimizer: sgd, Momentum: 0.900000, Decay: 0.000000, Nesterov: False, Normalized data",97.712,97.776,97.84,97.9,82
116,"Activation: tanh, Optimizer: sgd, Momentum: 0.950000, Decay: 0.000000, Nesterov: False, Normalized data",97.674,97.70800000000001,97.88,97.89,91
117,"Activation: tanh, Optimizer: sgd, Momentum: 0.990000, Decay: 0.000000, Nesterov: False, Normalized data",97.074,97.17,97.24000000000001,97.43,65
118,"Activation: tanh, Optimizer: sgd, Momentum: 0.999000, Decay: 0.000000, Nesterov: False, Normalized data",14.168,85.23200000000001,25.44,83.41,0
119,"Activation: tanh, Optimizer: sgd, Momentum: 0.000000, Decay: 0.000000, Nesterov: True, Normalized data",96.706,96.706,96.75,96.82,99
120,"Activation: tanh, Optimizer: sgd, Momentum: 0.100000, Decay: 0.000000, Nesterov: True, Normalized data",96.83999999999999,96.87400000000001,96.96000000000001,97.04,95
121,"Activation: tanh, Optimizer: sgd, Momentum: 0.900000, Decay: 0.000000, Nesterov: True, Normalized data",97.746,97.76000000000002,97.91,97.91,74
122,"Activation: tanh, Optimizer: sgd, Momentum: 0.950000, Decay: 0.000000, Nesterov: True, Normalized data",97.698,97.796,97.72999999999999,97.92,96
123,"Activation: tanh, Optimizer: sgd, Momentum: 0.990000, Decay: 0.000000, Nesterov: True, Normalized data",97.224,97.274,97.41,97.49,90
124,"Activation: tanh, Optimizer: sgd, Momentum: 0.999000, Decay: 0.000000, Nesterov: True, Normalized data",11.044,86.982,11.35,87.37,0
125,"Activation: tanh, Optimizer: rmsp, rho: 0.500000, Decay: 0.000000, Normalized data",97.202,97.202,97.28,97.31,99
126,"Activation: tanh, Optimizer: rmsp, rho: 0.990000, Decay: 0.000000, Normalized data",97.49000000000001,97.562,97.56,97.72,39
127,"Activation: tanh, Optimizer: rmsp, rho: 0.950000, Decay: 0.000000, Normalized data",97.46400000000001,97.53999999999999,97.71,97.83,52
128,"Activation: tanh, Optimizer: rmsp, rho: 0.999000, Decay: 0.000000, Normalized data",97.41199999999999,97.57199999999999,97.57000000000001,97.78,43
129,"Activation: tanh, Optimizer: rmsp, rho: 0.999900, Decay: 0.000000, Normalized data",97.27,97.30199999999999,97.37,97.47,94
130,"Activation: tanh, Optimizer: Adadelta, rho: 0.500000, Decay: 0.000000, Normalized data",97.61599999999999,97.61599999999999,97.72999999999999,97.72999999999999,99
131,"Activation: tanh, Optimizer: Adadelta, rho: 0.900000, Decay: 0.000000, Normalized data",97.64000000000001,97.732,97.69,97.94,92
132,"Activation: tanh, Optimizer: Adadelta, rho: 0.990000, Decay: 0.000000, Normalized data",97.65599999999999,97.712,97.72999999999999,97.88,84
133,"Activation: tanh, Optimizer: Adadelta, rho: 0.999000, Decay: 0.000000, Normalized data",97.47600000000001,97.53399999999999,97.7,97.78,75
134,"Activation: tanh, Optimizer: Adadelta, rho: 0.999900, Decay: 0.000000, Normalized data",97.32600000000001,97.356,97.47,97.55,69
135,"Activation: tanh, Optimizer: adam, amsgrad: 0.000000, beta_1: 0.950000, beta_2: 0.999900, Decay: 0.000000, Normalized data",97.51999999999998,97.628,97.64,97.82,57
136,"Activation: tanh, Optimizer: adam, amsgrad: 0.000000, beta_1: 0.900000, beta_2: 0.999000, Decay: 0.000000, Normalized data",97.48800000000001,97.60799999999999,97.59,97.72,75
137,"Activation: tanh, Optimizer: adam, amsgrad: 0.000000, beta_1: 0.950000, beta_2: 0.999000, Decay: 0.000000, Normalized data",97.452,97.586,97.61,97.72,65
138,"Activation: tanh, Optimizer: adam, amsgrad: 0.000000, beta_1: 0.900000, beta_2: 0.999900, Decay: 0.000000, Normalized data",97.472,97.602,97.53,97.72999999999999,80
139,"Activation: tanh, Optimizer: adam, amsgrad: 1.000000, beta_1: 0.950000, beta_2: 0.999900, Decay: 0.000000, Normalized data",97.558,97.668,97.71,97.83,39
140,"Activation: tanh, Optimizer: adam, amsgrad: 1.000000, beta_1: 0.900000, beta_2: 0.999000, Decay: 0.000000, Normalized data",97.55,97.64199999999998,97.61,97.82,93
141,"Activation: tanh, Optimizer: adam, amsgrad: 1.000000, beta_1: 0.950000, beta_2: 0.999000, Decay: 0.000000, Normalized data",97.554,97.63199999999999,97.58,97.75,75
142,"Activation: tanh, Optimizer: adam, amsgrad: 1.000000, beta_1: 0.900000, beta_2: 0.999900, Decay: 0.000000, Normalized data",97.56599999999999,97.624,97.68,97.8,41
143,"Activation: tanh, Optimizer: Adamax, beta_1: 0.990000, beta_2: 0.999900, Decay: 0.000000, Normalized data",97.696,97.744,97.78999999999999,98.02,98
144,"Activation: tanh, Optimizer: Adamax, beta_1: 0.990000, beta_2: 0.999000, Decay: 0.000000, Normalized data",97.69400000000002,97.73799999999999,97.78999999999999,97.9,89
145,"Activation: tanh, Optimizer: Adamax, beta_1: 0.950000, beta_2: 0.999000, Decay: 0.000000, Normalized data",97.688,97.776,97.84,97.95,96
